Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),classify 
BENTLEY,CONTINENTAL GT,COMPACT,4,8,AS8,Z,16.1,9.4,13.1,22,307,3
BENTLEY,CONTINENTAL GT,COMPACT,6,12,AS8,Z,18.9,11.2,15.4,18,360,3
BENTLEY,CONTINENTAL GT CONVERTIBLE,SUBCOMPACT,4,8,AS8,Z,17.7,10.3,14.4,20,337,3
BENTLEY,CONTINENTAL GT CONVERTIBLE,SUBCOMPACT,6,12,AS8,Z,19.6,11.7,16,18,375,3
BENTLEY,FLYING SPUR,MID-SIZE,4,8,AS8,Z,17,9.9,13.8,20,321,3
BENTLEY,FLYING SPUR,MID-SIZE,6,12,AS8,Z,19.6,11.7,16,18,375,3
BENTLEY,MULSANNE,MID-SIZE,6.8,8,AS8,Z,21.3,12.8,17.5,16,407,3
BENTLEY,MULSANNE EWB,MID-SIZE,6.8,8,AS8,Z,22.2,13.6,18.3,15,430,3
BMW,230i CABRIOLET,SUBCOMPACT,2,4,AS8,Z,10,7.2,8.7,32,207,2
BMW,230i COUPE,SUBCOMPACT,2,4,AS8,Z,9.8,6.8,8.4,34,197,1
BMW,230i COUPE,SUBCOMPACT,2,4,M6,Z,11.1,7.3,9.4,30,219,2
BMW,230i xDRIVE CABRIOLET,SUBCOMPACT,2,4,AS8,Z,10.5,7.4,9.1,31,213,2
BMW,230i xDRIVE COUPE,SUBCOMPACT,2,4,AS8,Z,10.2,7.4,9,31,210,2
BMW,320i,COMPACT,2,4,AS8,Z,10,6.5,8.4,34,200,2
BMW,320i,COMPACT,2,4,M6,Z,10.2,6.7,8.6,33,202,2
BMW,320i xDRIVE,COMPACT,2,4,AS8,Z,10.3,6.9,8.8,32,206,2
BMW,328d xDRIVE,COMPACT,2,4,AS8,D,7.9,5.9,7,40,189,1
BMW,328d xDRIVE TOURING,STATION WAGON - SMALL,2,4,AS8,D,7.9,5.9,7,40,189,1
BMW,330i xDRIVE,COMPACT,2,4,AS8,Z,10.5,7.4,9.1,31,213,2
BMW,330i xDRIVE GRAN TURISMO,FULL-SIZE,2,4,AS8,Z,10.5,7.4,9.1,31,213,2
BMW,330i xDRIVE TOURING,STATION WAGON - SMALL,2,4,AS8,Z,10.5,7.4,9.1,31,213,2
BMW,340i,COMPACT,3,6,AS8,Z,11.1,7.8,9.6,29,224,2
BMW,340i,COMPACT,3,6,M6,Z,12.2,8.2,10.4,27,242,2
BMW,340i xDRIVE,COMPACT,3,6,AS8,Z,11.4,7.8,9.8,29,228,2
BMW,340i xDRIVE,COMPACT,3,6,M6,Z,12.2,8.5,10.5,27,246,2
BMW,340i xDRIVE GRAN TURISMO,FULL-SIZE,3,6,AS8,Z,11.9,8.1,10.2,28,238,2
BMW,430i xDRIVE CABRIOLET,SUBCOMPACT,2,4,AS8,Z,10.6,7.3,9.1,31,211,2
BMW,430i xDRIVE COUPE,COMPACT,2,4,AS8,Z,10.5,7.4,9.1,31,213,2
BMW,430i xDRIVE GRAN COUPE,COMPACT,2,4,AS8,Z,10.5,7.4,9.1,31,213,2
BMW,440i COUPE,COMPACT,3,6,AS8,Z,11.1,7.8,9.6,29,224,2
BMW,440i COUPE,COMPACT,3,6,M6,Z,12.2,8.2,10.4,27,242,2
BMW,440i xDRIVE CABRIOLET,SUBCOMPACT,3,6,AS8,Z,11.9,8.1,10.2,28,238,2
BMW,440i xDRIVE COUPE,COMPACT,3,6,AS8,Z,11.4,7.8,9.8,29,228,2
BMW,440i xDRIVE COUPE,COMPACT,3,6,M6,Z,12.2,8.5,10.5,27,246,2
BMW,440i xDRIVE GRAN COUPE,COMPACT,3,6,AS8,Z,11.4,7.8,9.8,29,228,2
BMW,530i xDRIVE,MID-SIZE,2,4,AS8,Z,10.5,7.4,9.1,31,213,2
BMW,540i xDRIVE,MID-SIZE,3,6,AS8,Z,11.4,7.8,9.8,29,228,2
BMW,640i xDRIVE CABRIOLET,SUBCOMPACT,3,6,AS8,Z,12.4,8.4,10.6,27,249,2
BMW,640i xDRIVE GRAN COUPE,COMPACT,3,6,AS8,Z,12.4,8.4,10.6,27,249,2
BMW,650i xDRIVE CABRIOLET,SUBCOMPACT,4.4,8,AS8,Z,14.7,9.7,12.5,23,292,2
BMW,650i xDRIVE COUPE,COMPACT,4.4,8,AS8,Z,13.8,9.1,11.7,24,273,2
BMW,650i xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,14.7,9.7,12.5,23,292,2
BMW,740Li xDRIVE,FULL-SIZE,3,6,AS8,Z,11.9,8.1,10.2,28,238,2
BMW,750i xDRIVE,FULL-SIZE,4.4,8,AS8,Z,13.8,9.1,11.7,24,273,2
BMW,750Li xDRIVE,FULL-SIZE,4.4,8,AS8,Z,14.7,9.7,12.5,23,292,2
BMW,ALPINA B6 xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,14.7,9.7,12.5,23,292,2
BMW,ALPINA B7 xDRIVE,FULL-SIZE,4.4,8,AS8,Z,14.7,9.7,12.5,23,292,2
BMW,M2,SUBCOMPACT,3,6,AM7,Z,11.8,8.9,10.5,27,245,2
BMW,M2,SUBCOMPACT,3,6,M6,Z,13.1,9.2,11.4,25,267,2
BMW,M240i CABRIOLET,SUBCOMPACT,3,6,AS8,Z,11.1,7.8,9.6,29,224,2
BMW,M240i CABRIOLET,SUBCOMPACT,3,6,M6,Z,12.2,8.2,10.4,27,242,2
BMW,M240i COUPE,SUBCOMPACT,3,6,AS8,Z,11.1,7.8,9.6,29,224,2
BMW,M240i COUPE,SUBCOMPACT,3,6,M6,Z,12.5,8.4,10.7,26,250,2
BMW,M240i xDRIVE CABRIOLET,SUBCOMPACT,3,6,AS8,Z,11.4,7.8,9.8,29,228,2
BMW,M240i xDRIVE COUPE,SUBCOMPACT,3,6,AS8,Z,11.4,7.8,9.8,29,228,2
BMW,M3,COMPACT,3,6,AM7,Z,14,9.7,12.1,23,284,2
BMW,M3,COMPACT,3,6,M6,Z,13.7,9.1,11.7,24,273,2
BMW,M4 CABRIOLET,SUBCOMPACT,3,6,AM7,Z,14.1,9.6,12.1,23,283,2
BMW,M4 CABRIOLET,SUBCOMPACT,3,6,M6,Z,13.7,9.1,11.7,24,273,2
BMW,M4 COUPE,COMPACT,3,6,AM7,Z,14,9.7,12.1,23,284,2
BMW,M4 COUPE,COMPACT,3,6,M6,Z,13.7,9.1,11.7,24,273,2
BMW,M6,COMPACT,4.4,8,AM7,Z,17.2,11.6,14.7,19,343,3
BMW,M6,COMPACT,4.4,8,M6,Z,16.2,10.9,13.8,20,324,3
BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8,AM7,Z,17.2,11.6,14.7,19,343,3
BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8,M6,Z,16.2,10.9,13.8,20,324,3
BMW,M6 GRAN COUPE,COMPACT,4.4,8,AM7,Z,17.2,11.6,14.7,19,343,3
BMW,M6 GRAN COUPE,COMPACT,4.4,8,M6,Z,16.2,10.9,13.8,20,324,3
BMW,M760i xDRIVE,FULL-SIZE,6.6,12,AS8,Z,17.7,11.9,15.1,19,355,3
BMW,X1 xDRIVE28i,SUV - SMALL,2,4,AS8,Z,10.5,7.4,9.1,31,213,2
BMW,X3 xDRIVE28d,SUV - SMALL,2,4,AS8,D,8.7,7.1,8,35,211,2
BMW,X3 xDRIVE28i,SUV - SMALL,2,4,AS8,Z,11.1,8.5,10,28,233,2
BMW,X3 xDRIVE35i,SUV - SMALL,3,6,AS8,Z,12.7,9.1,11.1,25,260,2
BMW,X4 M40i,SUV - SMALL,3,6,AS8,Z,12.7,9.1,11.1,25,260,2
BMW,X4 xDRIVE28i,SUV - SMALL,2,4,AS8,Z,11.8,8.6,10.3,27,240,2
BMW,X5 M,SUV - STANDARD,4.4,8,AS8,Z,16.6,12.1,14.6,19,341,3
BMW,X5 xDRIVE35d,SUV - STANDARD,3,6,AS8,D,10.3,8,9.3,30,249,2
BMW,X5 xDRIVE35i,SUV - STANDARD,3,6,AS8,Z,13,9.8,11.5,25,270,2
BMW,X5 xDRIVE50i,SUV - STANDARD,4.4,8,AS8,Z,15.6,11.3,13.7,21,320,3
BMW,X6 M,SUV - STANDARD,4.4,8,AS8,Z,16.6,12.1,14.6,19,341,3
BMW,X6 xDRIVE35i,SUV - STANDARD,3,6,AS8,Z,13,9.8,11.5,25,270,2
BMW,X6 xDRIVE50i,SUV - STANDARD,4.4,8,AS8,Z,15.6,11.3,13.7,21,320,3
BUICK,ENCLAVE,SUV - STANDARD,3.6,6,A6,X,15.7,10.6,13.4,21,315,3
BUICK,ENCLAVE AWD,SUV - STANDARD,3.6,6,A6,X,16,10.9,13.7,21,322,3
BUICK,ENCORE (LUV Engine),SUV - SMALL,1.4,4,AS6,X,9.3,7.2,8.3,34,194,1
BUICK,ENCORE (LE2 Engine),SUV - SMALL,1.4,4,AS6,X,8.6,7.1,7.9,36,185,1
BUICK,ENCORE AWD (LUV Engine),SUV - SMALL,1.4,4,AS6,X,9.8,7.7,8.8,32,208,2
BUICK,ENCORE AWD (LE2 Engine),SUV - SMALL,1.4,4,AS6,X,8.9,7.6,8.3,34,196,1
BUICK,ENVISION AWD,SUV - SMALL,2,4,A6,Z,11.8,9.1,10.6,27,248,2
BUICK,ENVISION AWD,SUV - SMALL,2.5,4,A6,X,11.1,8.4,9.9,29,232,2
BUICK,LACROSSE,MID-SIZE,3.6,6,AS8,X,11.2,7.5,9.5,30,224,2
BUICK,LACROSSE AWD,MID-SIZE,3.6,6,AS8,X,11.6,8.1,10,28,235,2
BUICK,REGAL,MID-SIZE,2,4,AS6,Z,11.5,8,9.9,29,233,2
BUICK,REGAL AWD,MID-SIZE,2,4,AS6,Z,12.1,8.9,10.7,26,250,2
BUICK,VERANO,COMPACT,2.4,4,AS6,X,11.3,7.6,9.7,29,226,2
CADILLAC,ATS,COMPACT,2,4,AS8,Z,10.6,7.7,9.3,30,217,2
CADILLAC,ATS,COMPACT,2,4,M6,Z,11.8,8,10.1,28,236,2
CADILLAC,ATS,COMPACT,2.5,4,AS8,X,10.7,7.4,9.2,31,216,2
CADILLAC,ATS,COMPACT,3.6,6,AS8,X,11.6,8,10,28,234,2
CADILLAC,ATS AWD,COMPACT,2,4,AS8,Z,10.8,7.9,9.5,30,222,2
CADILLAC,ATS AWD,COMPACT,3.6,6,AS8,X,12.2,8.6,10.6,27,248,2
CADILLAC,ATS-V,COMPACT,3.6,6,AS8,Z,13.9,9.4,11.9,24,279,2
CADILLAC,ATS-V,COMPACT,3.6,6,M6,Z,14.4,10.4,12.6,22,295,2
CADILLAC,CT6,FULL-SIZE,2,4,AS8,Z,11,7.8,9.5,30,223,2
CADILLAC,CT6 AWD,FULL-SIZE,3,6,AS8,Z,13,9.1,11.2,25,263,2
CADILLAC,CT6 AWD,FULL-SIZE,3.6,6,AS8,X,12.8,8.8,11,26,259,2
CADILLAC,CTS,MID-SIZE,2,4,AS8,Z,11,7.8,9.5,30,223,2
CADILLAC,CTS,MID-SIZE,3.6,6,AS8,X,11.6,8,10,28,234,2
CADILLAC,CTS AWD,MID-SIZE,2,4,AS8,Z,11.2,8.2,9.8,29,229,2
CADILLAC,CTS AWD,MID-SIZE,3.6,6,AS8,X,12.2,8.6,10.6,27,248,2
CADILLAC,CTS Vsport,MID-SIZE,3.6,6,AS8,Z,15,9.9,12.7,22,299,2
CADILLAC,CTS-V,MID-SIZE,6.2,8,AS8,Z,16.5,11.1,14,20,329,3
CADILLAC,ESCALADE 4WD,SUV - STANDARD,6.2,8,A8,Z,16.1,11.7,14.1,20,331,3
CADILLAC,XT5,SUV - SMALL,3.6,6,AS8,X,12.1,8.6,10.5,27,245,2
CADILLAC,XT5 AWD,SUV - SMALL,3.6,6,AS8,X,12.9,8.9,11.1,25,260,2
CADILLAC,XTS,FULL-SIZE,3.6,6,AS6,X,13.2,8.5,11.1,25,260,2
CADILLAC,XTS AWD,FULL-SIZE,3.6,6,AS6,X,13.7,9,11.6,24,272,2
CADILLAC,XTS Vsport AWD,FULL-SIZE,3.6,6,AS6,Z,15,10.3,12.8,22,299,2
CHEVROLET,CAMARO,SUBCOMPACT,2,4,AS8,Z,10.9,7.7,9.5,30,222,2
CHEVROLET,CAMARO,SUBCOMPACT,2,4,M6,Z,11.9,8,10.1,28,236,2
CHEVROLET,CAMARO,SUBCOMPACT,3.6,6,AS8,X,12.3,8.6,10.6,27,249,2
CHEVROLET,CAMARO,SUBCOMPACT,3.6,6,M6,X,14.4,8.4,11.7,24,274,2
CHEVROLET,CAMARO SS,SUBCOMPACT,6.2,8,AS8,Z,14.2,8.7,11.7,24,273,2
CHEVROLET,CAMARO SS,SUBCOMPACT,6.2,8,M6,Z,14.3,9.4,12.1,23,284,2
CHEVROLET,CAMARO ZL1,SUBCOMPACT,6.2,8,AS10,Z,19,11.6,15.6,18,367,3
CHEVROLET,CAMARO ZL1,SUBCOMPACT,6.2,8,M6,Z,17.2,12,14.9,19,349,3
CHEVROLET,CITY EXPRESS,SPECIAL PURPOSE VEHICLE,2,4,AV,X,9.8,9,9.4,30,220,2
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,A6,X,12,9.2,10.7,26,252,2
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,M6,X,12.2,9.2,10.9,26,254,2
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.8,4,A6,D,10.8,7.9,9.5,30,255,2
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,3.6,6,A8,X,13.4,9.6,11.7,24,274,2
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.7,9.6,11.3,25,263,2
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.1,8.4,10.4,27,280,2
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,14,9.9,12.2,23,286,2
CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.5,10.7,11.7,24,315,3
CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,15,13,14.1,20,331,3
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,AS8,Z,15.2,8.9,12.4,23,290,2
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,M7,Z,14.2,9,11.9,24,278,2
CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,AS8,Z,17.6,10.3,14.3,20,336,3
CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,M7,Z,15.6,10.6,13.4,21,312,3
CHEVROLET,CRUZE,COMPACT,1.4,4,AS6,X,7.9,5.9,7,40,165,1
CHEVROLET,CRUZE,COMPACT,1.4,4,M6,X,8.3,6,7.3,39,170,1
CHEVROLET,CRUZE PREMIER,COMPACT,1.4,4,AS6,X,8.1,6,7.2,39,169,1
CHEVROLET,CRUZE DIESEL,COMPACT,1.6,4,A9,D,7.6,5,6.4,44,172,1
CHEVROLET,CRUZE DIESEL,COMPACT,1.6,4,M6,D,7.7,4.5,6.3,45,169,1
CHEVROLET,CRUZE HATCHBACK,COMPACT,1.4,4,AS6,X,8.1,6.2,7.3,39,172,1
CHEVROLET,CRUZE HATCHBACK,COMPACT,1.4,4,M6,X,8.3,6.4,7.4,38,173,1
CHEVROLET,CRUZE HATCHBACK PREMIER,COMPACT,1.4,4,AS6,X,8.4,6.4,7.5,38,176,1
CHEVROLET,EQUINOX,SUV - SMALL,2.4,4,A6,X,11,7.5,9.4,30,221,2
CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,A6,X,11,7.5,9.4,30,221,2
CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,A6,E,15.6,11,13.6,21,223,2
CHEVROLET,EQUINOX,SUV - SMALL,3.6,6,A6,X,14.1,9.7,12.1,23,285,2
CHEVROLET,EQUINOX AWD,SUV - SMALL,2.4,4,A6,X,11.5,8.3,10.1,28,237,2
CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A6,X,11.5,8.3,10.1,28,237,2
CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A6,E,16.3,11.8,14.2,20,234,2
CHEVROLET,EQUINOX AWD,SUV - SMALL,3.6,6,A6,X,15,10.4,13,22,304,3
CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,6,8,A6,X,21.8,14.8,18.6,15,438,3
CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,6,8,A6,X,22.3,14.9,19,15,445,3
CHEVROLET,IMPALA,FULL-SIZE,2.5,4,AS6,X,10.9,7.9,9.5,30,224,2
CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,AS6,X,12.5,8.3,10.6,27,249,2
CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,AS6,E,17,11.7,14.6,19,240,2
CHEVROLET,MALIBU,MID-SIZE,1.5,4,A6,X,8.8,6.5,7.8,36,182,1
CHEVROLET,MALIBU,MID-SIZE,2,4,A9,Z,10.7,7.1,9.1,31,212,2
CHEVROLET,MALIBU HYBRID,MID-SIZE,1.8,4,AV,X,4.8,5.5,5.1,55,121,1
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22,297,2
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.2,10.7,13.1,22,309,3
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,15.9,11.2,13.8,20,324,3
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.4,10,11.9,24,279,2
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,19.3,14.3,17.1,17,284,2
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22,298,2
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.7,13.9,17.1,17,284,2
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15,10.7,13.1,22,307,3
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.9,11.5,13.9,20,327,3
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16,11.7,14.1,20,330,3
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.1,10.6,12.5,23,294,2
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.2,15.2,18,16,294,2
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15,10.7,13.1,22,307,3
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,20.7,14.4,17.9,16,315,3
CHEVROLET,SILVERADO eASSIST 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.4,11.2,13,22,303,3
CHEVROLET,SONIC,COMPACT,1.4,4,AS6,X,8.8,6.6,7.8,36,184,1
CHEVROLET,SONIC,COMPACT,1.4,4,M6,X,8.4,6.3,7.4,38,174,1
CHEVROLET,SONIC,COMPACT,1.8,4,AS6,X,9.7,6.9,8.4,34,197,1
CHEVROLET,SONIC,COMPACT,1.8,4,M5,X,9.2,7.1,8.3,34,194,1
CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.4,4,AS6,X,8.8,6.6,7.8,36,184,1
CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.4,4,M6,X,8.4,6.3,7.4,38,174,1
CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.8,4,AS6,X,9.7,6.9,8.4,34,197,1
CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.8,4,M5,X,9.2,7.1,8.3,34,194,1
CHEVROLET,SPARK,SUBCOMPACT,1.4,4,AV,X,7.8,6.2,7.1,40,167,1
CHEVROLET,SPARK,SUBCOMPACT,1.4,4,M5,X,8,6.2,7.2,39,168,1
CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,22,305,3
CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,22,305,3
CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,E,20,13.5,17.1,17,284,2
CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,21,312,3
CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,21,312,3
CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.1,15.4,19.1,15,317,3
CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,22,305,3
CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,22,305,3
CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,E,20,13.5,17.1,17,284,2
CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21,310,3
CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21,310,3
CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,A6,E,20.8,14.5,18,16,299,2
CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6,A6,X,15.7,10.6,13.4,21,315,3
CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6,A6,X,16,10.9,13.7,21,322,3
CHEVROLET,TRAX,SUV - SMALL,1.4,4,AS6,X,9.3,7.2,8.3,34,194,1
CHEVROLET,TRAX,SUV - SMALL,1.4,4,M6,X,9.2,7.1,8.2,34,194,1
CHEVROLET,TRAX AWD,SUV - SMALL,1.4,4,AS6,X,9.8,7.7,8.8,32,208,2
CHRYSLER,200 FFV,MID-SIZE,2.4,4,A9,X,10.2,6.6,8.6,33,201,2
CHRYSLER,200 FFV,MID-SIZE,2.4,4,A9,E,13.9,8.9,11.7,24,192,1
CHRYSLER,200 FFV,MID-SIZE,3.6,6,A9,X,12.4,7.6,10.2,28,241,2
CHRYSLER,200 FFV,MID-SIZE,3.6,6,A9,E,16.8,10.4,13.9,20,230,2
CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6,A9,X,12.8,8.3,10.8,26,252,2
CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6,A9,E,17.1,11.1,14.4,20,237,2
CHRYSLER,300,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242,2
CHRYSLER,300 (MDS),FULL-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289,2
CHRYSLER,300 AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11,26,258,2
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11,26,258,2
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,E,17.6,12,15,19,248,2
CHRYSLER,PACIFICA,MINIVAN,3.6,6,A9,X,12.9,8.4,10.9,26,257,2
CHRYSLER,PACIFICA (Stop-Start),MINIVAN,3.6,6,A9,X,12.4,8.4,10.6,27,249,2
DODGE,CHALLENGER,MID-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242,2
DODGE,CHALLENGER,MID-SIZE,5.7,8,M6,Z,15.6,10.1,13.1,22,307,3
DODGE,CHALLENGER,MID-SIZE,6.4,8,M6,Z,16.7,10.4,13.9,20,325,3
DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289,2
DODGE,CHALLENGER (MDS),MID-SIZE,6.4,8,A8,Z,15.6,9.6,12.9,22,302,3
DODGE,CHALLENGER GT,MID-SIZE,3.6,6,A8,X,12.8,8.7,11,26,258,2
DODGE,CHALLENGER SRT,MID-SIZE,6.4,8,M6,Z,16.7,10.4,13.9,20,325,3
DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8,A8,Z,15.6,9.6,12.9,22,302,3
DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19,339,3
DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,352,3
DODGE,CHARGER,FULL-SIZE,3.6,6,A5,X,13.7,9,11.6,24,271,2
DODGE,CHARGER,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242,2
DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A5,X,15.6,9.7,12.9,22,302,3
DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289,2
DODGE,CHARGER (MDS),FULL-SIZE,6.4,8,A8,Z,15.6,9.6,12.9,22,302,3
DODGE,CHARGER AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11,26,258,2
DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11,26,258,2
DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,E,17.6,12,15,19,248,2
DODGE,CHARGER AWD,FULL-SIZE,5.7,8,A5,X,16,10.1,13.3,21,312,3
DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8,A8,Z,15.6,9.6,12.9,22,302,3
DODGE,CHARGER SRT HELLCAT,FULL-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19,339,3
DODGE,DURANGO AWD,SUV - STANDARD,3.6,6,A8,X,12.7,9.6,11.3,25,265,2
DODGE,DURANGO AWD,SUV - STANDARD,5.7,8,A8,X,16.6,10.7,14,20,328,3
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,X,13.7,9.4,11.8,24,276,2
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,E,19.4,13.3,16.7,17,274,2
DODGE,JOURNEY,SUV - SMALL,2.4,4,A4,X,12.7,9.2,11.1,25,261,2
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,X,14.2,9.5,12.1,23,284,2
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,E,19.1,13.2,16.4,17,274,2
DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,A6,X,14.5,10,12.4,23,292,2
DODGE,VIPER,TWO-SEATER,8.4,10,M6,Z,19.9,12.6,16.6,17,387,3
FIAT,124 SPIDER,TWO-SEATER,1.4,4,A6,X,9.3,6.5,8,35,187,1
FIAT,124 SPIDER,TWO-SEATER,1.4,4,M6,X,9,6.7,7.9,36,185,1
FIAT,500 CABRIO,MINICOMPACT,1.4,4,A6,X,8.7,7.1,8,35,186,1
FIAT,500 CABRIO,MINICOMPACT,1.4,4,M5,X,8,6.5,7.3,39,171,1
FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,A6,X,8.7,7.1,8,35,186,1
FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,M5,X,7.7,6.1,7,40,163,1
FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,A6,X,9.7,7.4,8.7,32,202,2
FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,M5,X,8.5,7.1,7.9,36,186,1
FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,A6,X,9.7,7.4,8.7,32,202,2
FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,M5,X,8.5,7.1,7.9,36,186,1
